0-Country/site,0-Latitude,0-Longitude,0-Hemisphere,0-Sampling number,0-Sampling date,0-Pad number,0-Pad colour,0-Pad region,0-Pad ID,1-Regional barnacle diversity,1-Regional barnacle species list,1-Regional grazer diversity,1-Regional grazer species list,1-Regional macroalgae diversity,1-Regional macroalgae species list,1-Total regional species richness,2-Mean regional nitrate (mg/l),2-Mean regional nitrite (mg/l),2-Mean regional phosphate (mg/l),2-Mean regional silicate (mg/l),2-Mean regional ammonia (mg/l),2-Mean regional salinity (PSU),3-Barnacle total count,3-Grazer total count on pad surface,3-Grazer total count on pad sides,3-Macroalgae total pct cover,4-Climate classification ,4-Is_temperate,4-mean_daily_max_temp,4-mean_daily_min_temp,4-mean_daily_temp,4-mean_humidity,4-mean_daily_precip,4-mean_windgust,4-mean_daily_windspeed,4-mean_sealevelpressure,4-mean_cloudcover,4-mean_visibility,4-mean_solarradiation,4-mean_solarenergy,4-mean_uvindex,4-mean_temp_range,4-sd_temp_range,4-sd_precip,4-sd_windspeed,4-sd_sealevelpressure,4-total_precip,4-total_solar_energy,4-heatwave_runs,4-heatwave_days,4-cold_snap_runs,4-cold_snap_days,4-heavy_rain_days,4-dry_spell_max,4-gust_extreme_days,4-sunny_days,4-high_uv_runs,4-high_uv_days,4-fog_days,4-pct_human_landuse
Denmark,55.1154639,8.586829426,North,2,,3,B,P,11-P-B3,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,16,0,0,8.119,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,4,B,P,11-P-B4,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,14,0,0,6.561,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,5,B,P,11-P-B5,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,34,0,0,5.671,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,6,B,P,11-P-B6,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,14,0,0,4.271,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,7,W,P,11-P-W1,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,56,0,0,13.135,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,8,W,P,11-P-W2,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,44,0,0,15.835,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,9,W,P,11-P-W3,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,71,0,0,16.576,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,10,W,P,11-P-W4,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,73,0,0,14.08,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,11,W,P,11-P-W5,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,62,0,0,18.53,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,12,W,P,11-P-W6,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,57,0,0,14.914,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,13,B,N,11-N-B1,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,0,0,0,7.383,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,14,B,N,11-N-B2,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,1,0,0,9.66,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,15,B,N,11-N-B3,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,2,0,0,8.57,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,16,B,N,11-N-B4,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,1,0,0,4.034,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,17,B,N,11-N-B5,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,1,0,0,6.168,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,18,B,N,11-N-B6,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,3,0,0,9.705,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,19,W,N,11-N-W1,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,6,0,0,11.041,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,20,W,N,11-N-W2,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,10,0,0,13.092,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,21,W,N,11-N-W3,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,9,0,0,10.388,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,22,W,N,11-N-W4,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,5,0,0,9.489,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,23,W,N,11-N-W5,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,9,0,0,12.06,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,2,,24,W,N,11-N-W6,2,"Austrominius modestus, Amphibalanus improvisus",1,Littorina littorea,1,Unidentified biofilm,4,,,,,,25,2,0,0,17.705,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,1,B,P,11-P-B1,,,,,,,,,,,,,25,9,0,0,50.438,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,2,B,P,11-P-B2,,,,,,,,,,,,,25,30,0,0,4.229,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,3,B,P,11-P-B3,,,,,,,,,,,,,25,34,0,0,10.036,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,4,B,P,11-P-B4,,,,,,,,,,,,,25,48,0,0,28.166,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,5,B,P,11-P-B5,,,,,,,,,,,,,25,NA,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,6,B,P,11-P-B6,,,,,,,,,,,,,25,21,0,0,12.478,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,7,W,P,11-P-W1,,,,,,,,,,,,,25,102,0,0,40.063,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,8,W,P,11-P-W2,,,,,,,,,,,,,25,94,0,0,30.345,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,9,W,P,11-P-W3,,,,,,,,,,,,,25,60,0,0,49.468,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,10,W,P,11-P-W4,,,,,,,,,,,,,25,110,0,0,38.283,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,11,W,P,11-P-W5,,,,,,,,,,,,,25,64,0,0,54.316,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,12,W,P,11-P-W6,,,,,,,,,,,,,25,NA,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,13,B,N,11-N-B1,,,,,,,,,,,,,25,0,0,0,6.493,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,14,B,N,11-N-B2,,,,,,,,,,,,,25,1,0,0,8.038,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,15,B,N,11-N-B3,,,,,,,,,,,,,25,4,0,0,7.49,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,16,B,N,11-N-B4,,,,,,,,,,,,,25,1,0,0,9.002,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,17,B,N,11-N-B5,,,,,,,,,,,,,25,3,0,0,7.23,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,18,B,N,11-N-B6,,,,,,,,,,,,,25,4,0,0,9.378,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,19,W,N,11-N-W1,,,,,,,,,,,,,25,3,0,0,19.338,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,20,W,N,11-N-W2,,,,,,,,,,,,,25,4,0,0,15.323,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,21,W,N,11-N-W3,,,,,,,,,,,,,25,2,0,0,17.221,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,22,W,N,11-N-W4,,,,,,,,,,,,,25,5,0,0,18.295,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,23,W,N,11-N-W5,,,,,,,,,,,,,25,5,0,0,18.667,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,3,,24,W,N,11-N-W6,,,,,,,,,,,,,25,2,0,0,20.019,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,1,B,P,11-P-B1,,,,,,,,,,,,,26,10,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,2,B,P,11-P-B2,,,,,,,,,,,,,26,26,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,3,B,P,11-P-B3,,,,,,,,,,,,,26,22,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,4,B,P,11-P-B4,,,,,,,,,,,,,26,40,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,5,B,P,11-P-B5,,,,,,,,,,,,,26,NA,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,6,B,P,11-P-B6,,,,,,,,,,,,,26,23,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,7,W,P,11-P-W1,,,,,,,,,,,,,26,94,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,8,W,P,11-P-W2,,,,,,,,,,,,,26,83,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,9,W,P,11-P-W3,,,,,,,,,,,,,26,NA,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,10,W,P,11-P-W4,,,,,,,,,,,,,26,104,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,11,W,P,11-P-W5,,,,,,,,,,,,,26,73,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,12,W,P,11-P-W6,,,,,,,,,,,,,26,NA,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,13,B,N,11-N-B1,,,,,,,,,,,,,26,0,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,14,B,N,11-N-B2,,,,,,,,,,,,,26,0,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,15,B,N,11-N-B3,,,,,,,,,,,,,26,0,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,16,B,N,11-N-B4,,,,,,,,,,,,,26,0,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
Denmark,55.1154639,8.586829426,North,4,,17,B,N,11-N-B5,,,,,,,,,,,,,26,0,0,0,NA,Cfb,1,19.198361,13.790984,16.336066,78.49836,3.3348033,37.4459,31.29016,1013.2082,50.85902,34.37459,148.6402,12.8377,6.090164,5.407377,2.1623819,5.4454938,10.385729,7.69984,406.846,1566.2,4,14,3,20,13,17,10,14,4,42,0,33.3
